LGAs,Local Government Area,Output Year,Police Region,Police Regions,Selected Year,Year,Year Ending,Year ending,Criminial Incident Rate,Incidents Recorded,"Rate per 100,000 population",레코드 수
참, Wodonga,2022,2 Eastern,참,참,2022,참,June,"6,150.80","2,698","6,150.80",1
참, Mansfield,2022,2 Eastern,참,참,2022,참,June,"3,018.20",311,"3,018.20",1
참, Campaspe,2022,4 Western,참,참,2022,참,June,"6,486.40","2,511","6,486.40",1
참, Hindmarsh,2022,4 Western,참,참,2022,참,June,"4,662.90",263,"4,662.90",1
참, West Wimmera,2022,4 Western,참,참,2022,참,June,"3,454.60",136,"3,454.60",1
참, Greater Bendigo,2022,4 Western,참,참,2022,참,June,"5,981.00","7,354","5,981.00",1
참, Colac-Otway,2022,4 Western,참,참,2022,참,June,"5,253.30","1,172","5,253.30",1
참, Melton,2022,1 North West Metro,참,참,2022,참,June,"4,539.00","8,655","4,539.00",1
참, South Gippsland,2022,2 Eastern,참,참,2022,참,June,"3,907.50","1,198","3,907.50",1
참, Melbourne,2022,1 North West Metro,참,참,2022,참,June,"16,427.50","25,482","16,427.50",1
참, Hume,2022,1 North West Metro,참,참,2022,참,June,"4,702.30","11,855","4,702.30",1
참, Buloke,2022,4 Western,참,참,2022,참,June,"3,711.60",227,"3,711.60",1
참, Kingston,2022,3 Southern Metro,참,참,2022,참,June,"4,429.20","7,005","4,429.20",1
참, Glen Eira,2022,3 Southern Metro,참,참,2022,참,June,"3,439.40","5,139","3,439.40",1
참, Gannawarra,2022,4 Western,참,참,2022,참,June,"5,083.60",541,"5,083.60",1
참, Indigo,2022,2 Eastern,참,참,2022,참,June,"2,796.20",485,"2,796.20",1
참, Swan Hill,2022,4 Western,참,참,2022,참,June,"7,753.90","1,648","7,753.90",1
참, Moreland,2022,1 North West Metro,참,참,2022,참,June,"5,167.30","8,912","5,167.30",1
참, Central Goldfields,2022,4 Western,참,참,2022,참,June,"6,088.10",817,"6,088.10",1
참, Whitehorse,2022,2 Eastern,참,참,2022,참,June,"3,187.70","5,441","3,187.70",1
참, Ararat,2022,4 Western,참,참,2022,참,June,"7,609.80",902,"7,609.80",1
참, Maroondah,2022,2 Eastern,참,참,2022,참,June,"4,320.70","4,984","4,320.70",1
참, Moonee Valley,2022,1 North West Metro,참,참,2022,참,June,"4,922.30","6,015","4,922.30",1
참, Latrobe,2022,2 Eastern,참,참,2022,참,June,"9,879.40","7,651","9,879.40",1
참, Monash,2022,2 Eastern,참,참,2022,참,June,"4,378.20","8,400","4,378.20",1
참, Benalla,2022,2 Eastern,참,참,2022,참,June,"6,480.30",938,"6,480.30",1
참, Knox,2022,2 Eastern,참,참,2022,참,June,"4,038.70","6,424","4,038.70",1
참, Macedon Ranges,2022,4 Western,참,참,2022,참,June,"2,711.70","1,420","2,711.70",1
참, Greater Dandenong,2022,3 Southern Metro,참,참,2022,참,June,"7,154.10","11,358","7,154.10",1
참, Yarra Ranges,2022,2 Eastern,참,참,2022,참,June,"3,141.10","4,925","3,141.10",1
참, Frankston,2022,3 Southern Metro,참,참,2022,참,June,"5,935.40","8,322","5,935.40",1
참, Moyne,2022,4 Western,참,참,2022,참,June,"3,058.20",533,"3,058.20",1
참, Murrindindi,2022,2 Eastern,참,참,2022,참,June,"3,372.00",515,"3,372.00",1
참, Stonnington,2022,3 Southern Metro,참,참,2022,참,June,"7,506.70","7,907","7,506.70",1
참, Warrnambool,2022,4 Western,참,참,2022,참,June,"5,982.20","2,134","5,982.20",1
참, Wangaratta,2022,2 Eastern,참,참,2022,참,June,"5,451.30","1,633","5,451.30",1
